"","Orderid","Orderdatetime","Saleamount","Newcustomer","Position","Positiondatetime","Groupname","Networkname","Networkid","Brand","Positionname","DaysToConvert"
"7238",11727700,"2012-05-21 12:40",108.35,"Y",0,"2012-05-20 22:44","CPM","Mediawhiz","n62974792","N","ORIGINATOR",1
"7248",11727720,"2012-05-21 13:07",258.75,"Y",5,"2012-05-21 2:05","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"7249",11727720,"2012-05-21 13:07",258.75,"Y",4,"2012-05-21 2:04","CPM","Mediawhiz","n62974792","N","ASSIST",0
"7250",11727720,"2012-05-21 13:07",258.75,"Y",3,"2012-05-21 2:03","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7251",11727720,"2012-05-21 13:07",258.75,"Y",2,"2012-05-21 0:15","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"7252",11727720,"2012-05-21 13:07",258.75,"Y",1,"2012-05-21 0:06","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",0
"7253",11727720,"2012-05-21 13:07",258.75,"Y",0,"2012-05-20 21:37","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",1
"7254",11727725,"2012-05-21 12:52",83.65,"N",2,"2012-05-18 18:14","CPM","Mediawhiz","n62974792","N","CONVERTER",3
"7255",11727725,"2012-05-21 12:52",83.65,"N",1,"2012-05-18 18:14","CPM","Mediawhiz","n62974792","N","ASSIST",3
"7256",11727725,"2012-05-21 12:52",83.65,"N",0,"2012-05-18 14:37","CPM","Adroll - adr","adr","N","ORIGINATOR",3
"7257",11727747,"2012-05-21 13:12",258.28,"N",3,"2012-04-02 12:46","CPM","Mediawhiz","n62974792","N","CONVERTER",49
"7258",11727747,"2012-05-21 13:12",258.28,"N",2,"2012-04-02 12:38","CPM","Mediawhiz","n62974792","N","ASSIST",49
"7259",11727747,"2012-05-21 13:12",258.28,"N",1,"2012-04-02 12:35","CPM","Mediawhiz","n62974792","N","ROSTER",49
"7260",11727747,"2012-05-21 13:12",258.28,"N",0,"2012-03-15 12:38","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",66
"7261",11727755,"2012-05-21 13:16",262.35,"N",7,"2012-05-19 22:55","CPM","Armonix","nar7467","N","CONVERTER",2
"7262",11727755,"2012-05-21 13:16",262.35,"N",6,"2012-05-19 21:41","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ASSIST",2
"7263",11727755,"2012-05-21 13:16",262.35,"N",5,"2012-05-19 21:40","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",2
"7264",11727755,"2012-05-21 13:16",262.35,"N",4,"2012-05-18 14:57","CPM","Armonix","nar7467","N","ROSTER",3
"7265",11727755,"2012-05-21 13:16",262.35,"N",3,"2012-05-08 20:21","CPM","Armonix","nar7467","N","ROSTER",13
"7266",11727755,"2012-05-21 13:16",262.35,"N",2,"2012-05-03 23:06","CPM","Mediawhiz","n62974792","N","ROSTER",18
"7267",11727755,"2012-05-21 13:16",262.35,"N",1,"2012-05-02 18:51","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",19
"7268",11727755,"2012-05-21 13:16",262.35,"N",0,"2012-05-02 18:49","CPM","Acerno","acerno","N","ORIGINATOR",19
"7269",11727808,"2012-05-21 13:33",135.16,"N",9,"2012-05-20 12:38","BUZZ AFFILIATE","ValueClick CPA","vc225","N","CONVERTER",1
"7270",11727808,"2012-05-21 13:33",135.16,"N",8,"2012-05-20 12:24","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ASSIST",1
"7271",11727808,"2012-05-21 13:33",135.16,"N",7,"2012-05-19 21:03","CPM","Adroll - adr","adr","N","ROSTER",2
"7272",11727808,"2012-05-21 13:33",135.16,"N",6,"2012-05-19 16:31","CPM","Mediawhiz","n62974792","N","ROSTER",2
"7273",11727808,"2012-05-21 13:33",135.16,"N",5,"2012-05-19 16:31","CPM","Mediawhiz","n62974792","N","ROSTER",2
"7274",11727808,"2012-05-21 13:33",135.16,"N",4,"2012-05-19 16:31","CPM","Mediawhiz","n62974792","N","ROSTER",2
"7275",11727808,"2012-05-21 13:33",135.16,"N",3,"2012-05-18 21:59","CPM","Armonix","nar7467","N","ROSTER",3
"7276",11727808,"2012-05-21 13:33",135.16,"N",2,"2012-05-18 21:47","CPM","Adroll - adr","adr","N","ROSTER",3
"7277",11727808,"2012-05-21 13:33",135.16,"N",1,"2012-05-18 14:35","CPM","Armonix","nar7467","N","ROSTER",3
"7278",11727808,"2012-05-21 13:33",135.16,"N",0,"2012-05-18 14:00","CPM","Armonix","nar7467","N","ORIGINATOR",3
"7279",11727814,"2012-05-21 13:41",55.21,"N",7,"2012-05-18 14:21","CPM","Armonix","nar7467","N","CONVERTER",3
"7280",11727814,"2012-05-21 13:41",55.21,"N",6,"2012-05-18 14:21","CPM","Armonix","nar7467","N","ASSIST",3
"7281",11727814,"2012-05-21 13:41",55.21,"N",5,"2012-05-18 14:20","CPM","Armonix","nar7467","N","ROSTER",3
"7282",11727814,"2012-05-21 13:41",55.21,"N",4,"2012-05-16 16:46","CPM","Acerno","acerno","N","ROSTER",5
"7283",11727814,"2012-05-21 13:41",55.21,"N",3,"2012-05-15 16:14","CPM","Mediawhiz","n62974792","N","ROSTER",6
"7284",11727814,"2012-05-21 13:41",55.21,"N",2,"2012-05-15 16:11","CPM","Accordant","n6899541","N","ROSTER",6
"7285",11727814,"2012-05-21 13:41",55.21,"N",1,"2012-05-14 20:38","CPM","Adroll - adr","adr","N","ROSTER",7
"7286",11727814,"2012-05-21 13:41",55.21,"N",0,"2012-05-14 17:17","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  about medifast","brand3357msn","Y","ORIGINATOR",7
"7289",11727884,"2012-05-21 14:07",355.69,"Y",2,"2012-05-21 13:36","CJ","Commission Junction","cj22","N","CONVERTER",0
"7290",11727884,"2012-05-21 14:07",355.69,"Y",1,"2012-05-21 13:20","Uncategorized","Uncategorized","uncategorized","N","ASSIST",0
"7291",11727884,"2012-05-21 14:07",355.69,"Y",0,"2012-05-21 13:12","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast Coupons > ","g001133","Y","ORIGINATOR",0
"7299",11727930,"2012-05-21 14:26",341.95,"Y",1,"2012-05-21 14:17","CJ","Commission Junction","cj22","N","CONVERTER",0
"7300",11727930,"2012-05-21 14:26",341.95,"Y",0,"2012-05-20 16:39","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  about medifast","brand3357msn","Y","ORIGINATOR",1
"7301",11727978,"2012-05-21 14:50",251.45,"Y",2,"2012-05-21 14:38","CPM","Accordant","n6899541","N","CONVERTER",0
"7302",11727978,"2012-05-21 14:50",251.45,"Y",1,"2012-05-21 14:38","CPM","Accordant","n6899541","N","ASSIST",0
"7303",11727978,"2012-05-21 14:50",251.45,"Y",0,"2012-05-21 14:38","CPM","Acerno","acerno","N","ORIGINATOR",0
"7304",11727988,"2012-05-21 14:39",128.1,"N",4,"2012-05-20 15:31","CPM","Adroll - adr","adr","N","CONVERTER",1
"7305",11727988,"2012-05-21 14:39",128.1,"N",3,"2012-05-20 15:31","CPM","Adroll - adr","adr","N","ASSIST",1
"7306",11727988,"2012-05-21 14:39",128.1,"N",2,"2012-05-19 15:34","CPM","Mediawhiz","n62974792","N","ROSTER",2
"7307",11727988,"2012-05-21 14:39",128.1,"N",1,"2012-05-18 23:37","CPM","Mediawhiz","n62974792","N","ROSTER",3
"7308",11727988,"2012-05-21 14:39",128.1,"N",0,"2012-05-18 14:53","CPM","Mediawhiz","n62974792","N","ORIGINATOR",3
"7318",11727998,"2012-05-21 14:43",96.32,"N",2,"2012-05-18 13:53","CPM","Mediawhiz","n62974792","N","CONVERTER",3
"7319",11727998,"2012-05-21 14:43",96.32,"N",1,"2012-05-15 18:49","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ASSIST",6
"7320",11727998,"2012-05-21 14:43",96.32,"N",0,"2012-05-15 18:00","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",6
"7321",11728020,"2012-05-21 15:05",315,"Y",1,"2012-05-21 14:25","TV","TV - MedifastDirect.com - Branding Spot","directspot2012","NULL","CONVERTER",0
"7322",11728020,"2012-05-21 15:05",315,"Y",0,"2012-05-21 14:22","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"7323",11728023,"2012-05-21 14:56",315,"Y",1,"2012-05-21 14:07","SEARCH GOOGLE NON-BRAND","G: Competitors > Jenny Craig > Jenny Craig","g000048","N","CONVERTER",0
"7324",11728023,"2012-05-21 14:56",315,"Y",0,"2012-05-21 14:01","SEARCH GOOGLE NON-BRAND","G: Weight Loss > General Weight Loss > weight loss diets","g001739","N","ORIGINATOR",0
"7328",11728089,"2012-05-21 15:21",152.04,"N",6,"2012-05-21 14:51","CJ","Commission Junction","cj22","N","CONVERTER",0
"7329",11728089,"2012-05-21 15:21",152.04,"N",5,"2012-05-21 13:30","CPM","Mediawhiz","n62974792","N","ASSIST",0
"7330",11728089,"2012-05-21 15:21",152.04,"N",4,"2012-05-21 13:25","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7331",11728089,"2012-05-21 15:21",152.04,"N",3,"2012-05-21 13:22","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7332",11728089,"2012-05-21 15:21",152.04,"N",2,"2012-05-21 12:44","CPM","Armonix","nar7467","N","ROSTER",0
"7333",11728089,"2012-05-21 15:21",152.04,"N",1,"2012-05-21 12:44","CPM","Armonix","nar7467","N","ROSTER",0
"7334",11728089,"2012-05-21 15:21",152.04,"N",0,"2012-05-21 12:44","CPM","Armonix","nar7467","N","ORIGINATOR",0
"7335",11728166,"2012-05-21 15:34",434.79,"Y",1,"2012-05-21 14:33","TV","MedifastToday.com - TV Spots 60","medtoday2012","NULL","CONVERTER",0
"7336",11728166,"2012-05-21 15:34",434.79,"Y",0,"2012-05-21 14:17","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"7337",11728178,"2012-05-21 15:39",106.54,"N",3,"2012-05-21 15:03","CPM","Armonix","nar7467","N","CONVERTER",0
"7338",11728178,"2012-05-21 15:39",106.54,"N",2,"2012-05-21 15:03","CPM","Armonix","nar7467","N","ASSIST",0
"7339",11728178,"2012-05-21 15:39",106.54,"N",1,"2012-05-21 14:51","CPM","Armonix","nar7467","N","ROSTER",0
"7340",11728178,"2012-05-21 15:39",106.54,"N",0,"2012-05-21 14:44","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"7341",11728187,"2012-05-21 15:40",69.68,"N",4,"2012-04-25 18:54","TV","MedifastToday.com - TV Spots 60","medtoday2012","NULL","CONVERTER",26
"7342",11728187,"2012-05-21 15:40",69.68,"N",3,"2012-04-18 12:47","TV","MedifastToday.com - TV Spots 60","medtoday2012","NULL","ASSIST",33
"7343",11728187,"2012-05-21 15:40",69.68,"N",2,"2012-04-09 15:05","TV","MedifastToday.com - TV Spots 60","medtoday2012","NULL","ROSTER",42
"7344",11728187,"2012-05-21 15:40",69.68,"N",1,"2012-03-26 21:24","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",55
"7345",11728187,"2012-05-21 15:40",69.68,"N",0,"2012-03-26 20:30","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",55
"7355",11728220,"2012-05-21 15:49",226.65,"N",3,"2012-04-04 18:42","CPM","Armonix","nar7467","N","CONVERTER",47
"7356",11728220,"2012-05-21 15:49",226.65,"N",2,"2012-03-21 14:58","CPM","Mediawhiz","n62974792","N","ASSIST",60
"7357",11728220,"2012-05-21 15:49",226.65,"N",1,"2012-02-22 17:24","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",89
"7358",11728220,"2012-05-21 15:49",226.65,"N",0,"2012-01-19 15:29","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",122
"7359",11728253,"2012-05-21 16:06",330,"N",2,"2012-05-21 15:32","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"7360",11728253,"2012-05-21 16:06",330,"N",1,"2012-05-21 15:25","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"7361",11728253,"2012-05-21 16:06",330,"N",0,"2012-05-18 17:42","CPM","24/7 Real Media [old]","247","N","ORIGINATOR",3
"7362",11728266,"2012-05-21 16:02",124.02,"N",4,"2012-05-21 14:44","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"7363",11728266,"2012-05-21 16:02",124.02,"N",3,"2012-05-21 14:37","CPM","Mediawhiz","n62974792","N","ASSIST",0
"7364",11728266,"2012-05-21 16:02",124.02,"N",2,"2012-05-21 14:17","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7365",11728266,"2012-05-21 16:02",124.02,"N",1,"2012-05-20 18:18","CPM","24/7 Real Media [old]","247","N","ROSTER",1
"7366",11728266,"2012-05-21 16:02",124.02,"N",0,"2012-05-20 18:14","CPM","24/7 Real Media [old]","247","N","ORIGINATOR",1
"7367",11728276,"2012-05-21 16:06",143.54,"Y",4,"2012-05-21 16:00","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"7368",11728276,"2012-05-21 16:06",143.54,"Y",3,"2012-05-21 16:00","CPM","Mediawhiz","n62974792","N","ASSIST",0
"7369",11728276,"2012-05-21 16:06",143.54,"Y",2,"2012-05-21 16:00","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7370",11728276,"2012-05-21 16:06",143.54,"Y",1,"2012-05-21 15:59","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"7371",11728276,"2012-05-21 16:06",143.54,"Y",0,"2012-05-21 15:14","CPM","Armonix","nar7467","N","ORIGINATOR",0
"7372",11728310,"2012-05-21 17:10",332.05,"Y",5,"2012-05-21 16:39","CJ","Commission Junction","cj22","N","CONVERTER",0
"7373",11728310,"2012-05-21 17:10",332.05,"Y",4,"2012-05-21 16:29","CJ","Commission Junction","cj22","N","ASSIST",0
"7374",11728310,"2012-05-21 17:10",332.05,"Y",3,"2012-05-21 16:28","CJ","Commission Junction","cj22","N","ROSTER",0
"7375",11728310,"2012-05-21 17:10",332.05,"Y",2,"2012-05-21 16:01","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"7376",11728310,"2012-05-21 17:10",332.05,"Y",1,"2012-05-21 15:59","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"7377",11728310,"2012-05-21 17:10",332.05,"Y",0,"2012-05-21 15:54","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",0
"7378",11728349,"2012-05-21 16:32",315,"Y",1,"2012-05-21 16:22","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"7379",11728349,"2012-05-21 16:32",315,"Y",0,"2012-05-21 16:13","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"7383",11728420,"2012-05-21 16:45",175.55,"N",1,"2012-05-08 18:07","CPM","Acerno","acerno","N","CONVERTER",13
"7384",11728420,"2012-05-21 16:45",175.55,"N",0,"2011-11-14 0:32","BUZZ AFFILIATE","Buy.at Buzz CPA","buyat","N","ORIGINATOR",187
"7385",11728428,"2012-05-21 16:43",160.25,"Y",1,"2012-05-21 16:38","CJ","Commission Junction","cj22","N","CONVERTER",0
"7386",11728428,"2012-05-21 16:43",160.25,"Y",0,"2012-05-21 16:22","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"7387",11728448,"2012-05-21 16:55",330,"Y",3,"2012-05-21 16:30","CPM","Armonix","nar7467","N","CONVERTER",0
"7388",11728448,"2012-05-21 16:55",330,"Y",2,"2012-05-21 16:27","CPM","Armonix","nar7467","N","ASSIST",0
"7389",11728448,"2012-05-21 16:55",330,"Y",1,"2012-05-21 15:46","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",0
"7390",11728448,"2012-05-21 16:55",330,"Y",0,"2012-05-21 15:13","CPM","Mediawhiz","n62974792","N","ORIGINATOR",0
"7391",11728454,"2012-05-21 16:48",75.81,"N",6,"2012-05-18 14:56","CPM","Mediawhiz","n62974792","N","CONVERTER",3
"7392",11728454,"2012-05-21 16:48",75.81,"N",5,"2012-05-14 18:08","CPM","Adroll - adr","adr","N","ASSIST",7
"7393",11728454,"2012-05-21 16:48",75.81,"N",4,"2012-03-28 17:35","CPM","Acerno","acerno","N","ROSTER",53
"7394",11728454,"2012-05-21 16:48",75.81,"N",3,"2012-01-20 16:45","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",121
"7395",11728454,"2012-05-21 16:48",75.81,"N",2,"2012-01-13 19:25","CPM","Acerno","acerno","N","ROSTER",128
"7396",11728454,"2012-05-21 16:48",75.81,"N",1,"2012-01-09 16:02","CPM","Armonix","nar7467","N","ROSTER",132
"7397",11728454,"2012-05-21 16:48",75.81,"N",0,"2012-01-03 16:44","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",138
"7398",11728472,"2012-05-21 16:54",264.55,"Y",4,"2012-05-21 16:47","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"7399",11728472,"2012-05-21 16:54",264.55,"Y",3,"2012-05-21 16:46","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"7400",11728472,"2012-05-21 16:54",264.55,"Y",2,"2012-05-21 14:31","CPM","Acerno","acerno","N","ROSTER",0
"7401",11728472,"2012-05-21 16:54",264.55,"Y",1,"2012-05-21 14:28","CPM","Armonix","nar7467","N","ROSTER",0
"7402",11728472,"2012-05-21 16:54",264.55,"Y",0,"2012-05-21 14:14","CPM","Armonix","nar7467","N","ORIGINATOR",0
"7403",11728494,"2012-05-21 17:09",330,"Y",1,"2012-05-21 14:33","CPM","Adroll - adr","adr","N","CONVERTER",0
"7404",11728494,"2012-05-21 17:09",330,"Y",0,"2012-05-21 12:52","CPM","Mediawhiz","n62974792","N","ORIGINATOR",0
"7405",11728516,"2012-05-21 17:12",575.45,"Y",5,"2012-05-21 3:49","CPM","Adroll - adr","adr","N","CONVERTER",0
"7406",11728516,"2012-05-21 17:12",575.45,"Y",4,"2012-05-21 3:45","CPM","Adroll - adr","adr","N","ASSIST",0
"7407",11728516,"2012-05-21 17:12",575.45,"Y",3,"2012-05-21 3:45","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7408",11728516,"2012-05-21 17:12",575.45,"Y",2,"2012-05-21 3:45","CPM","Adroll - adr","adr","N","ROSTER",0
"7409",11728516,"2012-05-21 17:12",575.45,"Y",1,"2012-05-21 3:45","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7410",11728516,"2012-05-21 17:12",575.45,"Y",0,"2012-05-21 3:45","CPM","Adroll - adr","adr","N","ORIGINATOR",0
"7411",11728523,"2012-05-21 17:09",219.8,"Y",4,"2012-05-21 16:54","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"7412",11728523,"2012-05-21 17:09",219.8,"Y",3,"2012-05-21 16:54","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ASSIST",0
"7413",11728523,"2012-05-21 17:09",219.8,"Y",2,"2012-05-21 16:35","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7414",11728523,"2012-05-21 17:09",219.8,"Y",1,"2012-05-21 16:12","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7415",11728523,"2012-05-21 17:09",219.8,"Y",0,"2012-05-21 14:40","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"7416",11728544,"2012-05-21 17:12",158.23,"N",3,"2012-04-18 17:38","CPM","Armonix","nar7467","N","CONVERTER",33
"7417",11728544,"2012-05-21 17:12",158.23,"N",2,"2012-03-23 18:33","CPM","Armonix","nar7467","N","ASSIST",58
"7418",11728544,"2012-05-21 17:12",158.23,"N",1,"2012-03-23 18:31","CPM","Armonix","nar7467","N","ROSTER",58
"7419",11728544,"2012-05-21 17:12",158.23,"N",0,"2012-03-23 13:51","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",58
"7420",11728622,"2012-05-21 17:30",172.57,"Y",1,"2012-05-21 17:15","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"7421",11728622,"2012-05-21 17:30",172.57,"Y",0,"2012-05-21 2:15","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast URL Options > www.medifast.com","g001264","Y","ORIGINATOR",0
"7422",11728728,"2012-05-21 18:07",285,"Y",3,"2012-05-21 17:44","SEARCH GOOGLE NON-BRAND","G: Diet Plans > Meal Plans > ","3257125","N","CONVERTER",0
"7423",11728728,"2012-05-21 18:07",285,"Y",2,"2012-05-21 14:55","CPM","Acerno","acerno","N","ASSIST",0
"7424",11728728,"2012-05-21 18:07",285,"Y",1,"2012-05-18 21:21","CPM","Acerno","acerno","N","ROSTER",3
"7425",11728728,"2012-05-21 18:07",285,"Y",0,"2012-05-18 21:21","CPM","Acerno","acerno","N","ORIGINATOR",3
"7428",11728770,"2012-05-21 18:11",109.66,"Y",3,"2012-05-10 19:01","CPM","Mediawhiz","n62974792","N","CONVERTER",11
"7429",11728770,"2012-05-21 18:11",109.66,"Y",2,"2012-05-02 19:12","CPM","Mediawhiz","n62974792","N","ASSIST",19
"7430",11728770,"2012-05-21 18:11",109.66,"Y",1,"2012-04-27 13:26","CPM","Armonix","nar7467","N","ROSTER",24
"7431",11728770,"2012-05-21 18:11",109.66,"Y",0,"2012-04-25 21:57","SEARCH GOOGLE NON-BRAND","G: Diet Placement Targeting > Diet Sites > ","g000484","N","ORIGINATOR",26
"7432",11728810,"2012-05-21 18:39",334.43,"Y",4,"2012-05-20 22:49","CPM","Adroll - adr","adr","N","CONVERTER",1
"7433",11728810,"2012-05-21 18:39",334.43,"Y",3,"2012-05-20 22:10","CPM","Adroll - adr","adr","N","ASSIST",1
"7434",11728810,"2012-05-21 18:39",334.43,"Y",2,"2012-05-20 22:10","CPM","Adroll - adr","adr","N","ROSTER",1
"7435",11728810,"2012-05-21 18:39",334.43,"Y",1,"2012-05-20 21:59","CPM","Mediawhiz","n62974792","N","ROSTER",1
"7436",11728810,"2012-05-21 18:39",334.43,"Y",0,"2012-05-20 21:54","CPM","Mediawhiz","n62974792","N","ORIGINATOR",1
"7437",11728831,"2012-05-21 18:35",178.05,"Y",5,"2012-05-21 17:57","CPM","Armonix","nar7467","N","CONVERTER",0
"7438",11728831,"2012-05-21 18:35",178.05,"Y",4,"2012-05-21 17:03","CPM","Armonix","nar7467","N","ASSIST",0
"7439",11728831,"2012-05-21 18:35",178.05,"Y",3,"2012-05-21 17:03","CPM","Armonix","nar7467","N","ROSTER",0
"7440",11728831,"2012-05-21 18:35",178.05,"Y",2,"2012-05-21 13:51","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7441",11728831,"2012-05-21 18:35",178.05,"Y",1,"2012-05-21 13:51","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7442",11728831,"2012-05-21 18:35",178.05,"Y",0,"2012-05-21 13:51","CPM","Mediawhiz","n62974792","N","ORIGINATOR",0
"7443",11728856,"2012-05-21 18:42",340.19,"Y",5,"2012-05-21 13:51","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"7444",11728856,"2012-05-21 18:42",340.19,"Y",4,"2012-05-21 13:50","CPM","Mediawhiz","n62974792","N","ASSIST",0
"7445",11728856,"2012-05-21 18:42",340.19,"Y",3,"2012-05-21 13:47","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7446",11728856,"2012-05-21 18:42",340.19,"Y",2,"2012-05-21 13:47","CPM","Acerno","acerno","N","ROSTER",0
"7447",11728856,"2012-05-21 18:42",340.19,"Y",1,"2012-05-21 13:47","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7448",11728856,"2012-05-21 18:42",340.19,"Y",0,"2012-05-21 13:46","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ORIGINATOR",0
"7449",11728900,"2012-05-21 18:56",340.87,"Y",3,"2012-05-21 15:53","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"7450",11728900,"2012-05-21 18:56",340.87,"Y",2,"2012-05-21 15:13","CPM","Mediawhiz","n62974792","N","ASSIST",0
"7451",11728900,"2012-05-21 18:56",340.87,"Y",1,"2012-05-21 15:13","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7452",11728900,"2012-05-21 18:56",340.87,"Y",0,"2012-05-21 15:11","CPM","Mediawhiz","n62974792","N","ORIGINATOR",0
"7453",11728906,"2012-05-21 19:00",330,"N",7,"2012-05-21 18:10","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"7454",11728906,"2012-05-21 19:00",330,"N",6,"2012-05-21 18:07","CPM","Mediawhiz","n62974792","N","ASSIST",0
"7455",11728906,"2012-05-21 19:00",330,"N",5,"2012-05-21 18:06","CPM","Mediawhiz","n62974792","N","ROSTER",0
"7456",11728906,"2012-05-21 19:00",330,"N",4,"2012-05-21 17:58","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",0
"7457",11728906,"2012-05-21 19:00",330,"N",3,"2012-05-21 17:58","CPM","Armonix","nar7467","N","ROSTER",0
"7458",11728906,"2012-05-21 19:00",330,"N",2,"2012-05-21 17:57","CPM","Armonix","nar7467","N","ROSTER",0
"7459",11728906,"2012-05-21 19:00",330,"N",1,"2012-05-21 17:57","CPM","Armonix","nar7467","N","ROSTER",0
"7460",11728906,"2012-05-21 19:00",330,"N",0,"2012-05-21 17:52","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"7471",11728988,"2012-05-21 19:19",60.14,"Y",6,"2012-05-21 18:46","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"7472",11728988,"2012-05-21 19:19",60.14,"Y",5,"2012-05-21 16:54","CPM","Acerno","acerno","N","ASSIST",0
"7473",11728988,"2012-05-21 19:19",60.14,"Y",4,"2012-05-21 16:52","CPM","Acerno","acerno","N","ROSTER",0
"7474",11728988,"2012-05-21 19:19",60.14,"Y",3,"2012-05-21 16:45","CPM","Acerno","acerno","N","ROSTER",0
"7475",11728988,"2012-05-21 19:19",60.14,"Y",2,"2012-05-21 16:37","CPM","Armonix","nar7467","N","ROSTER",0
"7476",11728988,"2012-05-21 19:19",60.14,"Y",1,"2012-05-21 7:36","CPM","Acerno","acerno","N","ROSTER",0
"7477",11728988,"2012-05-21 19:19",60.14,"Y",0,"2012-05-21 7:36","CPM","24/7 Real Media [old]","247","N","ORIGINATOR",0
"7478",11729080,"2012-05-21 19:47",117.42,"Y",4,"2012-05-21 19:14","CPM","Armonix","nar7467","N","CONVERTER",0
"7479",11729080,"2012-05-21 19:47",117.42,"Y",3,"2012-05-21 19:11","CPM","Armonix","nar7467","N","ASSIST",0
"7480",11729080,"2012-05-21 19:47",117.42,"Y",2,"2012-05-21 18:56","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
