"","group","A","B","C","D","E","hired"
"1898","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"469","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"217","male",0,0,0.813711204046299,0.0869565217391304,1,0
"109","male",1,1,0,0.260869565217391,0,0
"402","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"996","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"532","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1314","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"230","male",0,0,0.813711204046299,0.0869565217391304,1,1
"202","male",0,0,0.813711204046299,0.0869565217391304,1,0
"141","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1750","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"904","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1145","female",1,1,0,0.260869565217391,0,1
"88","male",1,1,0,0.260869565217391,0,1
"1991","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1281","female",1,1,0,0.260869565217391,0,0
"519","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1443","female",0,0,0.813711204046299,0.0869565217391304,1,1
"295","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1151","female",1,1,0,0.260869565217391,0,0
"1682","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"523","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"302","male",0,0,0.813711204046299,0.0869565217391304,1,0
"380","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"194","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1709","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1689","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1442","female",0,0,0.813711204046299,0.0869565217391304,1,1
"997","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"77","male",1,1,0,0.260869565217391,0,0
"325","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1104","female",1,1,0,0.260869565217391,0,0
"1508","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"831","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"261","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1764","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1291","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1081","female",1,1,0,0.260869565217391,0,0
"310","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1846","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1746","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1180","female",1,1,0,0.260869565217391,0,0
"1565","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"385","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1059","female",1,1,0,0.260869565217391,0,0
"1648","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"291","male",0,0,0.813711204046299,0.0869565217391304,1,0
"979","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"162","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1043","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1068","female",1,1,0,0.260869565217391,0,0
"186","male",0,0,0.813711204046299,0.0869565217391304,1,1
"350","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1162","female",1,1,0,0.260869565217391,0,0
"460","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1650","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"610","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1141","female",1,1,0,0.260869565217391,0,0
"421","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"570","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1019","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1578","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1434","female",0,0,0.813711204046299,0.0869565217391304,1,1
"686","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"638","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1409","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1631","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1167","female",1,1,0,0.260869565217391,0,0
"1865","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1707","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1591","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"743","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"352","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"876","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"654","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1520","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1797","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1239","female",1,1,0,0.260869565217391,0,0
"829","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"846","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1543","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1757","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"15","male",1,1,0,0.260869565217391,0,0
"1581","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"962","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"488","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1869","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"633","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"340","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1109","female",1,1,0,0.260869565217391,0,1
"517","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"50","male",1,1,0,0.260869565217391,0,1
"1096","female",1,1,0,0.260869565217391,0,0
"1577","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"749","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"573","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1127","female",1,1,0,0.260869565217391,0,0
"307","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1634","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"935","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1129","female",1,1,0,0.260869565217391,0,1
"1547","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1670","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1638","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"513","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"911","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"692","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"703","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"76","male",1,1,0,0.260869565217391,0,0
"827","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1697","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1265","female",1,1,0,0.260869565217391,0,0
"1046","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1183","female",1,1,0,0.260869565217391,0,0
"1094","female",1,1,0,0.260869565217391,0,0
"673","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"163","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1406","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"839","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1034","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"409","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"461","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1176","female",1,1,0,0.260869565217391,0,1
"270","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1375","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1487","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1272","female",1,1,0,0.260869565217391,0,0
"1542","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1465","female",0,0,0.813711204046299,0.0869565217391304,1,1
"372","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1973","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1326","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"229","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1818","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"732","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"106","male",1,1,0,0.260869565217391,0,0
"1466","female",0,0,0.813711204046299,0.0869565217391304,1,1
"671","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"615","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"747","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1299","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1843","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1676","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1747","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1829","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"263","male",0,0,0.813711204046299,0.0869565217391304,1,1
"875","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1875","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1841","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"240","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1928","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"431","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"925","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"127","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1929","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"293","male",0,0,0.813711204046299,0.0869565217391304,1,1
"957","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1573","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1661","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1515","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1000","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1419","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1463","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1537","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"414","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1300","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"757","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1165","female",1,1,0,0.260869565217391,0,0
"1166","female",1,1,0,0.260869565217391,0,0
"900","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1202","female",1,1,0,0.260869565217391,0,0
"1397","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"504","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1561","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1905","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1102","female",1,1,0,0.260869565217391,0,1
"223","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1454","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1185","female",1,1,0,0.260869565217391,0,0
"206","male",0,0,0.813711204046299,0.0869565217391304,1,0
"428","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1374","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"161","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"949","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1654","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"57","male",1,1,0,0.260869565217391,0,0
"1370","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"744","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1155","female",1,1,0,0.260869565217391,0,1
"1030","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1588","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"720","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1333","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"792","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1303","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"700","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1327","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"796","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1415","female",0,0,0.813711204046299,0.0869565217391304,1,0
"434","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1329","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1502","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"150","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1242","female",1,1,0,0.260869565217391,0,1
"1986","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1778","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"105","male",1,1,0,0.260869565217391,0,0
"1332","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"306","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1236","female",1,1,0,0.260869565217391,0,0
"61","male",1,1,0,0.260869565217391,0,0
"1914","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1979","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"694","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1038","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1447","female",0,0,0.813711204046299,0.0869565217391304,1,1
"500","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"879","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"449","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1423","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1064","female",1,1,0,0.260869565217391,0,0
"158","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1582","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1947","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"444","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"159","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"770","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1768","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"680","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"696","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1316","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1691","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1260","female",1,1,0,0.260869565217391,0,0
"1175","female",1,1,0,0.260869565217391,0,0
"592","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"369","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1119","female",1,1,0,0.260869565217391,0,0
"1234","female",1,1,0,0.260869565217391,0,0
"1937","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"666","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"721","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1084","female",1,1,0,0.260869565217391,0,0
"305","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1949","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"724","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"273","male",0,0,0.813711204046299,0.0869565217391304,1,0
"554","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"423","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1479","female",0,0,0.813711204046299,0.0869565217391304,1,0
"338","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1169","female",1,1,0,0.260869565217391,0,0
"1811","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"386","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1922","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1246","female",1,1,0,0.260869565217391,0,0
"604","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1318","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1752","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"102","male",1,1,0,0.260869565217391,0,0
"586","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"45","male",1,1,0,0.260869565217391,0,0
"919","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1732","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1389","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1123","female",1,1,0,0.260869565217391,0,1
"397","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"446","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1111","female",1,1,0,0.260869565217391,0,0
"1008","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"250","male",0,0,0.813711204046299,0.0869565217391304,1,1
"154","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1985","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1295","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1641","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"1767","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"44","male",1,1,0,0.260869565217391,0,0
"1935","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"550","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"565","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1527","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1227","female",1,1,0,0.260869565217391,0,0
"2000","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1760","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"649","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1944","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1606","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"579","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"11","male",1,1,0,0.260869565217391,0,0
"1823","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"923","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"56","male",1,1,0,0.260869565217391,0,1
"534","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"477","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"480","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"1464","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1891","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1092","female",1,1,0,0.260869565217391,0,0
"1115","female",1,1,0,0.260869565217391,0,0
"980","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"659","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"939","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"600","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1963","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1398","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1054","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"237","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1924","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"833","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1721","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1372","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1203","female",1,1,0,0.260869565217391,0,0
"455","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"697","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"772","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"395","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"725","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"7","male",1,1,0,0.260869565217391,0,1
"690","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1789","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"684","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1253","female",1,1,0,0.260869565217391,0,1
"536","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1321","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1603","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1330","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"742","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1315","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1885","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"333","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1055","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1476","female",0,0,0.813711204046299,0.0869565217391304,1,0
"913","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1439","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1448","female",0,0,0.813711204046299,0.0869565217391304,1,0
"560","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"66","male",1,1,0,0.260869565217391,0,1
"1831","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1580","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1340","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"699","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"559","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1015","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"803","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"760","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1711","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1179","female",1,1,0,0.260869565217391,0,0
"677","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1319","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1482","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1892","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"1803","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1350","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"297","male",0,0,0.813711204046299,0.0869565217391304,1,1
"376","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1920","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"889","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"627","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1498","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1493","female",0,0,0.813711204046299,0.0869565217391304,1,0
"779","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1834","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1433","female",0,0,0.813711204046299,0.0869565217391304,1,0
"657","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"964","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"628","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"514","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"79","male",1,1,0,0.260869565217391,0,1
"918","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1618","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"108","male",1,1,0,0.260869565217391,0,0
"390","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1341","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"216","male",0,0,0.813711204046299,0.0869565217391304,1,0
"781","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"87","male",1,1,0,0.260869565217391,0,0
"27","male",1,1,0,0.260869565217391,0,0
"1218","female",1,1,0,0.260869565217391,0,0
"537","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1168","female",1,1,0,0.260869565217391,0,0
"399","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"328","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1876","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1345","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1320","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"134","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1026","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1990","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"410","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
